,text,senti,Sentiment_Score
534, Hindus form the majority of this country and are the Oldest surviving civilization If you dont understand the Global Clash off Civilizations dismiss the Hindus complaints and not understand them howwhere is the solution,positive,1
535, Even they have limit to tolerating stupidity of pappu Have some sympathy for them Even they are tired now,negative,-1
536, only this youth can do I believe this the young force you chooses who will rebuild the nation with real idea of India ,neutral,0
537, you are doing satyagraha on twitter and zoom ,neutral,0
538, Its a really great things that ji paid attention to the mostly youth candidature in the election The youth hav…,positive,1
539, Genuine question why isn’t talking to any India based academic and with liberal university students like fr…,positive,1
540, Congratulations brother,positive,1
541, Many high profile amp enigmatic murders wer reported in Mumbai ever since Vaze was reinducted by Uddhav Sarkar Will Uddhav come clean,negative,-1
542, Yogendra writes like a paid Chinese journalist May be the rogue nation has purchased many like him already for creating anarchy thru the socalled and ,positive,1
543, Commercial borrowing and NRI deposits are also an external debt External debt is not worried but it shud be in proper ratio of country GDP,negative,-1
544, Today during the discussion of demands of grants for health and family welfare ive demanded a branch of AIIMS in the govt…,neutral,0
545, And Modi exemplifies all three qualities ,neutral,0
546, When someone doesn’t read a single book completely this’s the result,neutral,0
547, Perhaps yes ,positive,1
548, I would wanna read too,neutral,0
549, A big zero will of course talk of zero only,neutral,0
550, Hey Neutral FactChecker This Habitual Liar Chomu is saying that an…,negative,-1
551, Non corrupt truly secular and non dynast,positive,1
552, Next MLA bansur ,neutral,0
553, Congress soon going to start its Pawri,neutral,0
554, Thank u sir I request mam to please appreciate on…,positive,1
555,Sagarika Ghose finally knows Congress is as Bankrupt as himself,negative,-1
556, In our manifesto we are developing a version of NYAY Where every single poor person in Kerala will get money in their bank…,negative,-1
557, This  year old spits and moves on Has no knowledge understanding of any topic and no idea where he is heading What a joke on India,negative,-1
558, Every single day the petrol diesel prices go up you cannot buy an engine beyond a certain size the boat has to be maintaine…,positive,1
559, Congress was the regionthey appeased minority so much that it is biting their ass now Now no one can called himself a secular,negative,-1
560, just acquired so much value Thanks you must get Nobel in poetry Confused ,positive,1
561, Only  days left for the election The enthusiasm of the people is at its peak Some moments captured at Namti Dol and…,positive,1
562, Computer teacher vacancy neekalo,neutral,0
563, Do not stop lets trend  ,positive,1
564, goes with his state of mind ,neutral,0
565,THIS IS MODI’S NEW INDIA ,neutral,0
566, Must watch,neutral,0
567, G…,neutral,0
568, Seethakaa amma garu with the energetic Young brigade of Indian National Congress,positive,1
569, Tainted Mumbai top cop amp Vazes benefactor Parambir singh defenestrated by his political masters,positive,1
570, Spot the ‘zero’ ,neutral,0
571, One more from our side,neutral,0
572,This lady always runs hidden agendas of RSS…always speaks against A true spokesperson of RSSBJP ,positive,1
573, and  others ,neutral,0
574, So Sagarika Ghose thinks is a nice person she he needs to be leading an NGO but not india Cos she doesnt want nice person taking care of the country Thook ke chaatna isi ko kehte hain,positive,1
575, Assholeyour family has been an anarchist in this country,neutral,0
576, Brave Obama literally made fun of him in his book,positive,1
577, I am completely with you on this Alok He is dangerous,negative,-1
578, Please postponed of aai atc exam because of ssc jee exam clash ,positive,1
579, Your incompetency have crushed Congress and it’s legacy now retire and hand over the leadership to the competent power,positive,1
580, After Escape velocity Alu Sona and Many more Here is the latest Jewel from our own ji …,positive,1
581, close contact with BJP MP’s get rid of darbari RSS Surjewala and join the nationalist RSS Sangh,positive,1
582,Hi will any of u guys help that child Will u guys make sure that priest is booked for instigating hatred against a religion ,negative,-1
583, Not just me even Obama claimed the same Everybody is wrong but Chamchas are right,negative,-1
584, Hope your Master takes notice of your Loyal Barking and reward your spouse with Job security  ,positive,1
585, But right now is Rahul Gandhi leading the country ,neutral,0
586, We stand in solidarity with  lakh bank officials and staff against reckless privatisation of public sector banks ,negative,-1
587, I Agree aayeff Journalists in end Eighties come up with “Pseudo Secular” epitaph which BJP used to killed “Amer Akbar Antony” mainstream narrative The games was lost by end Nineties amp Dalit OBC as none Hindu Buddhist are working to reclaim “Unity in Diversity”,negative,-1
588, Thanks for raising SMA patient and parents voice in parliament ,positive,1
589, Varshney sitting in America and listening to discourse from a person whose party has tied up with Shiv Sena and has tied with islamic radical party in WB Atleast BJP is honest about its ideology Rahul and his party is sheep in wolfs clothing,positive,1
590, I am more than happy to push as many leaders as possible and make as many of them suessful and that is my recordthat…,positive,1
591, YOU ARE ALREADY IN MY FRIEND LIST,positive,1
592, Thank you so much for all your support bhaiya,positive,1
593, Youre,neutral,0
594, it was very unbecoming of her to call a pig a catevery animals individuality should be respected,positive,1
